player_display_name,position,season,games,tackles,assisted_tackles,sacks,tfl,forced_fumbles,def_interceptions,pass_deflections,def_tds
Kentavius Street,DL,2022,14,13,16,3.5,5,0,0,1,0
Taylor Stallworth,DL,2022,5,3,5,0,1,0,0,0,0
Daron Payne,DL,2022,17,32,32,11.5,18,0,0,5,0
Marcus Allen,LB,2022,2,0,0,0,0,0,0,0,0
Greg Stroman,DB,2022,1,4,4,0,0,0,1,1,0
Marcus Davenport,LB,2022,13,16,13,0.5,2,0,0,0,0
Uchenna Nwosu,LB,2022,17,42,24,9.5,12,3,0,4,0
Kemoko Turay,DL,2022,1,1,0,0,0,0,0,0,0
M.J. Stewart,DB,2022,8,22,5,0,1,0,0,1,0
Donte Jackson,DB,2022,9,32,3,0,1,0,2,3,1
Isaiah Oliver,DB,2022,9,24,12,1,3,0,1,7,0
Tyquan Lewis,DL,2022,6,8,6,1,2,1,0,2,0
Lorenzo Carter,LB,2022,17,29,29,4,6,0,1,2,1
Justin Reid,DB,2022,17,59,22,1,2,0,0,7,0
Deadrin Senat,DL,2022,7,10,7,1,2,0,0,0,0
Josey Jewell,LB,2022,13,70,58,2.5,7,2,2,4,0
Joel Iyiegbuniwe,LB,2022,1,0,0,0,0,0,0,0,0
Dorance Armstrong,DL,2022,17,17,16,8.5,9,1,0,0,0
Jordan Whitehead,DB,2022,17,58,31,0,4,0,2,8,0
Kyzir White,LB,2022,17,66,44,1.5,3,0,0,7,0
Taron Johnson,DB,2022,16,67,22,0,6,0,1,9,0
Avonte Maddox,DB,2022,9,28,15,1,3,3,1,3,0
Josh Sweat,LB,2022,16,31,17,11,15,1,1,1,1
Marquis Haynes,LB,2022,15,17,9,5,7,0,0,4,1
D.J. Reed,DB,2022,16,63,17,0,1,1,1,12,0
Ja'Whaun Bentley,LB,2022,17,60,62,3,5,0,1,2,0
Bilal Nichols,DL,2022,17,16,28,1.5,4,0,0,0,0
Dane Cruikshank,DB,2022,1,0,0,0,0,0,0,0,0
Siran Neal,DB,2022,4,6,2,0,0,0,0,4,0
Andrew Brown,DL,2022,1,1,0,0,0,0,0,0,0
Jermaine Carter,LB,2022,3,5,7,0,0,0,0,0,0
Tim Settle,DL,2022,13,11,8,1,4,1,0,1,0
Foyesade Oluokun,LB,2022,17,128,56,2,12,2,0,5,0
Matthew Adams,LB,2022,10,14,8,0,2,1,0,0,0
Zaire Franklin,LB,2022,17,102,64,3,12,3,0,6,0
Keion Crossen,DB,2022,14,16,9,0,0,0,0,4,0
Jalen Davis,DB,2022,2,0,2,0,0,0,0,0,0
Jeremy Reaves,DB,2022,4,10,7,0,0,0,0,1,0
Chandon Sullivan,DB,2022,17,44,15,0,2,0,0,7,0
Dennis Gardeck,LB,2022,10,14,7,1,2,1,1,1,0
Jonathan Owens,DB,2022,17,84,41,1,0,0,0,4,0
Tavierre Thomas,DB,2022,10,19,17,0,1,2,0,1,0
Ezekiel Turner,LB,2022,6,9,5,0,3,1,0,0,0
Sean Chandler,DB,2022,4,5,2,0,0,0,0,0,0
Grant Haley,DB,2022,3,6,5,0,0,0,0,3,0
Levi Wallace,DB,2022,15,33,15,0,0,0,4,13,0
Dee Delaney,DB,2022,8,21,4,0,2,0,0,0,0
Tre Herndon,DB,2022,10,27,7,0,2,1,0,5,0
Ryan Neal,DB,2022,11,45,21,1,4,2,1,8,0
Tony Brown,DB,2022,2,1,0,1,1,0,0,0,0
Brandon Facyson,DB,2022,15,26,2,0,0,0,0,6,0
Charvarius Ward,DB,2022,17,59,28,0,3,1,1,11,0
Abdullah Anderson,DL,2022,15,15,25,1,2,0,0,1,0
J.C. Jackson,DB,2022,5,12,3,0,0,0,0,2,0
Demone Harris,DL,2022,2,0,4,0,0,0,0,1,0
Andre Chachere,DB,2022,2,1,1,0,0,0,0,0,0
Mike Ford,DB,2022,6,3,5,0,1,0,0,0,0
Matt Dickerson,DL,2022,5,3,9,0,1,0,0,0,0
Joshua Kalu,DB,2022,13,20,18,0,1,1,1,5,0
Tremaine Edmunds,LB,2022,13,66,36,1,6,0,1,7,0
Leighton Vander Esch,LB,2022,13,54,36,1,4,1,0,1,0
Jessie Bates,DB,2022,16,38,33,0,1,1,4,8,0
Justin Jones,DL,2022,17,28,24,3,12,0,0,4,0
Genard Avery,DL,2022,5,4,0,1,1,0,0,0,0
Robert Spillane,LB,2022,16,50,27,1,4,0,0,4,0
Dallin Leavitt,DB,2022,1,0,0,0,0,0,0,0,0
Jaire Alexander,DB,2022,15,43,13,0,4,0,5,14,0
Marcell Harris,LB,2022,3,6,4,0,0,0,0,0,0
Rashaan Evans,LB,2022,17,86,73,2,6,1,0,4,0
Tracy Walker III,DB,2022,3,10,8,1,1,0,0,1,0
Josh Jackson,DB,2022,2,5,1,0,0,0,0,0,0
Oren Burks,LB,2022,9,9,17,0.5,1,0,0,1,0
Tre Flowers,DB,2022,13,14,7,0,0,0,1,3,0
Nathan Shepherd,DL,2022,13,16,17,1.5,4,0,0,0,0
DeMarquis Gates,LB,2022,1,0,1,0,0,0,0,0,0
Vita Vea,DL,2022,12,15,16,6.5,7,1,0,0,0
Carlton Davis,DB,2022,13,52,11,0,3,1,1,12,0
Ronnie Harrison,DB,2022,13,16,7,0.5,0,0,0,1,0
Harrison Phillips,DL,2022,17,28,31,1.5,3,1,0,1,0
Chris Board,LB,2022,11,11,0,0,0,1,0,1,0
Minkah Fitzpatrick,DB,2022,15,56,40,0,1,0,6,11,1
Derwin James,DB,2022,14,64,51,4,5,2,2,6,0
Cornell Armstrong,DB,2022,7,22,11,0,0,0,0,7,0
Jerome Baker,LB,2022,17,66,34,4,6,1,0,4,0
B.J. Hill,DL,2022,16,30,38,3,4,1,0,4,0
John Franklin-Myers,DL,2022,17,16,22,5,4,0,0,1,0
Ogbonnia Okoronkwo,DL,2022,17,32,12,5,9,1,0,2,0
Sebastian Joseph,DL,2022,15,27,29,2,9,1,1,1,0
Fred Warner,LB,2022,17,79,51,2,3,1,1,10,0
Derrick Nnadi,DL,2022,13,11,14,0,1,0,0,0,0
Arden Key,LB,2022,16,16,11,4.5,5,0,0,2,0
Rasheem Green,DL,2022,16,27,15,3.5,5,0,0,2,0
Bradley Chubb,LB,2022,16,19,19,8,5,3,0,1,0
Sam Hubbard,DL,2022,15,34,26,6.5,11,1,0,3,0
Taven Bryan,DL,2022,15,11,15,3,2,0,0,1,0
Mike Hughes,DB,2022,12,32,16,0,3,0,0,1,0
Shaquille Leonard,LB,2022,3,8,3,0,0,0,1,1,0
Denzel Ward,DB,2022,14,42,11,0,1,0,3,15,2
Terrell Edmunds,DB,2022,15,41,29,2,3,0,0,5,0
Roquan Smith,LB,2022,17,103,66,4.5,11,0,3,6,0
Alexander Johnson,LB,2022,1,0,3,0,0,0,0,0,0
Sam Eguavoen,LB,2022,1,2,1,0,0,0,0,0,0
Tevaughn Campbell,DB,2022,2,3,0,0,0,0,0,0,0
Chase Hansen,LB,2022,1,2,1,0,0,0,0,0,0
Malik Reed,LB,2022,12,8,17,1,1,0,0,2,0
Rashan Gary,DL,2022,9,21,11,6,7,1,0,1,0
Darnell Savage,DB,2022,15,42,15,0,2,0,1,5,1
Ben Banogu,DL,2022,4,3,2,0,0,0,0,0,0
Maxx Crosby,DL,2022,17,58,30,12.5,22,3,0,4,0
Julian Love,DB,2022,16,74,42,1,6,0,2,5,0
Dre Greenlaw,LB,2022,15,82,45,0,3,2,1,6,1
E.J. Speed,LB,2022,16,32,23,1,7,2,0,2,0
Armon Watts,DL,2022,16,18,17,1,4,0,0,0,0
Marcus Epps,DB,2022,17,68,24,0,4,1,0,6,0
Quinton Bell,LB,2022,3,2,1,0,1,0,0,0,0
Demetrius Flannigan-Fowles,LB,2022,3,6,1,1,1,0,0,0,0
Kevin Givens,DL,2022,12,11,9,2,7,0,0,1,0
Wyatt Ray,DL,2022,3,2,1,0,0,0,0,0,0
Jonathan Harris,DL,2022,6,13,7,0,2,0,0,0,0
Bryan Mone,DL,2022,10,15,10,0,2,0,0,1,0
Keisean Nixon,DB,2022,7,14,3,0,1,1,1,2,0
Ugochukwu Amadi,DB,2022,1,4,1,0,0,0,0,0,0
Mack Wilson,LB,2022,11,11,15,1.5,2,1,0,1,0
Rashad Fenton,DB,2022,6,21,7,0,0,0,0,2,0
Kris Boyd,DB,2022,3,4,1,0,0,0,0,0,0
Darius Harris,LB,2022,12,23,18,1.5,3,0,0,1,0
Azeez Al-Shaair,LB,2022,11,20,24,0,1,0,0,0,0
Jalen Dalton,DL,2022,7,8,5,0,1,0,0,0,0
Del'Shawn Phillips,LB,2022,1,0,0,0,0,0,0,0,0
Herb Miller,DB,2022,1,0,0,0,0,0,0,0,0
Isaiah Buggs,DL,2022,16,21,25,1,0,1,0,2,0
P.J. Locke,DB,2022,6,7,3,0,1,1,0,1,0
Ed Oliver,DL,2022,12,20,14,2.5,9,1,0,3,0
Christian Wilkins,DL,2022,17,59,39,3.5,16,2,0,6,0
Byron Murphy,DB,2022,9,29,7,0.5,3,0,0,4,1
Sean Murphy-Bunting,DB,2022,9,17,10,0,1,1,2,7,0
Jahlani Tavai,LB,2022,17,32,31,1.5,2,0,0,2,0
Lonnie Johnson,DB,2022,6,7,2,0,0,0,0,0,0
Trysten Hill,DL,2022,9,10,2,1,5,0,0,0,0
Zach Allen,DL,2022,13,23,24,5.5,10,0,0,8,0
Chauncey Gardner-Johnson,DB,2022,12,61,6,1,5,0,6,8,0
Anthony Nelson,LB,2022,16,25,19,5.5,4,3,0,0,0
Drue Tranquill,LB,2022,17,93,51,5,10,1,1,4,0
John Cominsky,DL,2022,12,18,12,4,5,1,0,3,0
Amani Oruwariye,DB,2022,10,35,8,0,1,0,0,3,0
Andrew Van Ginkel,LB,2022,13,18,17,0.5,3,0,1,2,0
Blake Cashman,LB,2022,10,12,3,3,4,0,0,2,0
Michael Jackson,DB,2022,16,62,12,0,3,0,1,12,0
Byron Cowart,DL,2022,10,4,8,0,2,0,0,0,0
Charles Omenihu,DL,2022,13,7,13,4.5,3,1,0,1,0
Cole Holcomb,LB,2022,7,37,32,0,1,0,0,1,0
Jaquan Johnson,DB,2022,5,11,14,0,0,0,1,1,0
David Long Jr.,LB,2022,12,52,34,0,7,0,2,5,0
Xavier Crawford,DB,2022,1,1,0,0,0,0,0,0,0
Donovan Wilson,DB,2022,17,75,24,5,7,2,1,2,0
Darryl Johnson,LB,2022,2,1,2,0,1,0,0,0,0
Kaden Elliss,LB,2022,15,41,33,7,7,2,0,2,0
C.J. Moore,DB,2022,5,2,3,0,0,0,0,1,0
Anthony Pittman,LB,2022,2,0,1,0,0,1,0,0,0
Kevin Strong,DL,2022,13,14,9,0,0,0,0,2,0
Jonathan Ledbetter,DL,2022,8,10,12,1,2,0,0,0,0
Nik Needham,DB,2022,6,15,6,0,0,0,0,2,0
Tyrel Dodson,LB,2022,5,19,9,1,1,0,0,0,0
Cameron Lewis,DB,2022,4,8,2,0,0,0,0,0,0
Tae Hayes,DB,2022,4,4,2,0,0,0,0,0,0
Saivion Smith,DB,2022,1,0,1,0,0,0,0,0,0
Andrew Wingard,DB,2022,7,19,4,0,2,1,1,1,0
T.J. Edwards,LB,2022,17,99,60,2,10,0,0,7,0
Anthony Rush,DL,2022,4,3,4,0,0,0,0,0,0
Anthony Chesley,DB,2022,1,1,1,0,0,0,0,0,0
Carl Granderson,DL,2022,14,30,23,5.5,9,0,0,0,0
Shy Tuttle,DL,2022,14,26,23,2,1,0,0,5,0
Andrew Dowell,LB,2022,1,0,0,0,0,0,0,0,0
Luke Gifford,LB,2022,4,3,2,0,0,0,0,0,0
Daniel Wise,DL,2022,1,0,1,0,0,0,0,0,0
Roderic Teamer,DB,2022,13,23,12,0,2,0,0,0,0
Jordan Kunaszyk,LB,2022,3,7,4,0,0,0,0,1,0
Isaiah Mack,DL,2022,1,1,2,0,1,0,0,0,0
Devin Bush,LB,2022,16,44,37,0,2,0,0,2,0
Austin Bryant,DL,2022,4,7,2,0,1,0,0,1,0
Ryan Connelly,LB,2022,1,1,0,0,0,0,0,0,0
Michael Dogbe,DL,2022,11,14,14,0,1,0,0,0,0
Justin Hollins,LB,2022,15,18,15,3.5,4,1,0,0,0
Marquise Copeland,DL,2022,10,16,15,1,2,0,0,0,0
Jake Gervase,LB,2022,1,0,0,0,0,0,0,0,0
Troy Reeder,LB,2022,5,5,2,0,0,1,0,1,0
Juan Thornhill,DB,2022,16,43,28,1,4,0,3,9,0
Amani Hooker,DB,2022,9,39,7,0,1,1,1,3,0
Corey Ballentine,DB,2022,1,0,1,0,0,0,0,0,0
L.J. Collier,DL,2022,7,3,4,0,1,0,0,2,0
Rock Ya-Sin,DB,2022,11,37,8,0,0,0,0,7,0
Greedy Williams,DB,2022,5,5,3,0,0,0,0,0,0
Josh Hines-Allen,DL,2022,17,35,22,7,11,4,0,2,1
Jeffery Simmons,DL,2022,15,25,29,7.5,9,1,0,7,0
Sione Takitaki,LB,2022,11,34,35,1,4,1,0,0,0
Montez Sweat,DL,2022,16,27,19,8,14,0,0,2,0
Justin Layne,DB,2022,2,2,0,0,0,0,0,1,0
Chase Winovich,DL,2022,6,14,4,1,1,0,0,1,0
Will Harris,DB,2022,13,40,13,0,2,1,1,4,0
Khalen Saunders,DL,2022,16,22,26,3.5,3,0,0,1,0
Taylor Rapp,DB,2022,16,58,34,0,2,0,2,6,0
David Long,DB,2022,8,18,3,0,0,0,0,1,0
Greg Gaines,DL,2022,13,16,20,4,6,0,0,0,0
Nick Scott,DB,2022,16,54,29,0,1,2,2,5,0
Cody Barton,LB,2022,17,81,52,2,4,0,2,6,0
Jerry Tillery,DL,2022,13,13,5,1,0,1,0,0,0
Nasir Adderley,DB,2022,14,38,23,0,1,1,2,4,0
Dre'Mont Jones,DL,2022,13,24,23,6.5,9,1,0,0,0
Quincy Williams,LB,2022,15,74,32,3,12,0,0,1,0
Dexter Lawrence,DL,2022,16,35,33,7.5,7,2,0,3,0
Bobby Okereke,LB,2022,17,97,52,0,6,2,0,5,0
Clelin Ferrell,DL,2022,12,8,17,2,3,0,0,2,0
Johnathan Abram,DB,2022,11,41,17,0,0,0,0,3,0
Trayvon Mullen,DB,2022,5,12,3,0,0,1,0,1,0
Duke Shelley,DB,2022,8,22,8,0,0,0,1,8,0
Germaine Pratt,LB,2022,15,50,49,1,6,1,2,10,0
Jamel Dean,DB,2022,15,42,12,0,1,0,2,8,0
Jalen Thompson,DB,2022,17,78,31,0,1,0,1,8,0
Devin White,LB,2022,17,73,51,5.5,8,2,0,5,0
Oshane Ximines,LB,2022,13,15,9,2,3,1,0,2,0
Brian Burns,LB,2022,16,34,29,12.5,17,1,0,3,0
Nick Bosa,DL,2022,16,41,10,18.5,19,2,0,1,0
Quinnen Williams,DL,2022,16,35,20,12,12,2,0,4,0
Jonathan Kongbo,DL,2022,2,1,0,0,0,0,0,0,0
Malcolm Roach,DL,2022,12,14,12,1,2,0,0,0,0
Tyler Hall,DB,2022,7,12,8,1,2,0,0,4,0
James Pierre,DB,2022,9,16,4,0,0,0,1,4,0
Jonas Griffith,LB,2022,8,24,17,0,0,0,1,1,0
Benito Jones,DL,2022,11,8,8,1.5,0,0,0,2,0
Kameron Cline,DL,2022,1,1,0,0,0,0,0,0,0
Chris Williams,DL,2022,3,1,1,0,0,0,0,0,0
Essang Bassey,DB,2022,8,7,4,0,1,0,0,2,0
Tershawn Wharton,DL,2022,4,4,4,1,1,0,0,0,0
Joe Bachie,LB,2022,2,2,1,0,0,0,0,0,0
Joe Gaziano,DL,2022,5,6,2,1,1,0,0,0,0
T.J. Smith,DL,2022,1,1,3,0,1,0,0,0,0
Breiden Fehoko,DL,2022,7,10,13,0,1,0,0,0,0
Eric Banks,DL,2022,1,0,1,0,0,0,0,0,0
Michael Hoecht,LB,2022,8,21,13,4.5,4,1,0,0,0
Christian Rozeboom,LB,2022,1,1,0,0,0,0,0,0,0
Jonah Williams,DL,2022,9,11,12,0.5,0,0,0,0,0
Myles Adams,DL,2022,8,6,10,0,1,0,0,1,0
Myles Hartsfield,DB,2022,15,44,14,0,2,1,0,2,0
Krys Barnes,LB,2022,4,17,12,1,0,0,0,0,0
Tipa Galeai,LB,2022,1,0,0,0,0,0,0,0,0
David Moa,DL,2022,1,2,0,0,0,0,0,0,0
Grayland Arnold,DB,2022,1,0,0,0,0,0,0,0,0
Elijah Riley,DB,2022,3,2,1,0,0,0,0,0,0
Bobby Price,DB,2022,1,2,1,0,0,0,0,0,0
Ladarius Hamilton,LB,2022,1,0,1,0,0,0,0,0,0
Sam Franklin,DB,2022,5,6,1,0,1,1,0,0,0
Jace Whittaker,DB,2022,5,15,9,0,0,0,0,3,0
Benning Potoa'e,DL,2022,2,2,2,0,1,0,0,0,0
Jamir Jones,LB,2022,5,3,4,0,0,0,0,1,0
Juju Hughes,DB,2022,4,12,4,1,2,0,0,0,0
Broderick Washington,DL,2022,17,25,24,1,2,0,0,6,0
Myles Bryant,DB,2022,17,44,24,0,0,0,1,6,0
A.J. Green,DB,2022,8,11,2,0,0,0,1,1,0
Nnamdi Madubuike,DL,2022,15,25,17,5.5,8,0,0,3,0
Domenique Davis,DL,2022,2,0,3,0,0,0,0,0,0
Bryce Huff,DL,2022,11,4,2,3.5,2,1,0,1,0
Lamar Jackson,DB,2022,3,3,0,0,0,0,0,2,0
Kristian Welch,LB,2022,1,1,0,0,0,0,0,0,0
Joshua Uche,LB,2022,11,23,4,11.5,9,2,0,0,0
Dane Jackson,DB,2022,15,49,8,0,1,1,2,12,0
Tae Crowder,LB,2022,10,24,19,1,3,1,0,1,0
Teair Tart,DL,2022,14,20,14,1.5,5,0,1,6,0
Josh Thomas,DB,2022,1,0,3,0,0,0,0,0,0
A.J. Epenesa,DL,2022,10,13,3,6.5,7,2,0,5,0
Anfernee Jennings,LB,2022,13,15,12,1.5,1,1,0,2,0
Geno Stone,DB,2022,10,32,3,0,0,1,0,1,0
Raekwon Davis,DL,2022,14,13,20,1,1,0,0,0,0
Derrick Brown,DL,2022,17,30,37,1,5,0,1,7,0
Brandon Jones,DB,2022,7,26,23,2,1,1,0,3,0
Isaiah Rodgers,DB,2022,13,24,10,0,1,1,0,3,0
Jonathan Greenard,LB,2022,7,9,7,1.5,6,0,1,1,1
Kyle Dugger,DB,2022,15,46,23,1,5,1,3,8,3
Shaquille Quarterman,LB,2022,2,3,1,0,0,1,0,0,0
Larrell Murchison,DL,2022,5,6,2,2,2,0,0,0,0
Jonathan Garvin,LB,2022,8,0,8,0,0,0,0,2,0
Chris Jackson,DB,2022,1,1,0,0,0,0,0,0,0
Julian Okwara,LB,2022,8,10,7,2,3,0,0,0,0
Julian Blackmon,DB,2022,13,33,13,1,2,0,1,2,1
Javon Kinlaw,DL,2022,5,2,2,0,0,0,0,0,0
Davon Hamilton,DL,2022,16,27,29,2.5,5,1,0,1,0
Jordan Elliott,DL,2022,15,19,17,2,5,0,0,2,0
Jeff Okudah,DB,2022,15,59,14,0,2,1,1,7,1
Jacob Phillips,LB,2022,7,29,17,2,2,0,0,1,0
Malik Harrison,LB,2022,10,19,8,0,1,0,0,0,0
C.J. Henderson,DB,2022,15,50,8,0,2,1,2,6,0
Grant Delpit,DB,2022,17,68,33,0,4,0,4,10,0
A.J. Terrell,DB,2022,14,36,11,0,1,0,0,9,0
K'Lavon Chaisson,LB,2022,7,6,3,1,1,0,0,0,0
Noah Igbinoghene,DB,2022,6,8,2,0,0,0,1,3,0
Yetur Gross-Matos,LB,2022,17,18,36,2.5,5,0,0,0,0
Ross Blacklock,DL,2022,2,2,0,1,2,0,0,0,0
Jaylon Johnson,DB,2022,10,28,7,0,1,1,0,7,0
Jeremy Chinn,DB,2022,10,51,19,1,2,0,0,6,0
Logan Wilson,LB,2022,15,83,40,2.5,3,1,1,4,0
Jabari Zuniga,DL,2022,1,2,0,0,0,0,0,0,0
Akeem Davis-Gaither,LB,2022,11,25,12,0,2,0,0,1,0
Mykal Walker,LB,2022,16,56,51,1,4,1,2,6,0
Jaylinn Hawkins,DB,2022,16,43,39,0,0,1,2,6,1
Josiah Scott,DB,2022,9,17,7,0,2,0,2,8,0
John Reid,DB,2022,1,5,0,0,0,0,0,0,0
Trevis Gipson,LB,2022,15,17,14,3,4,0,0,3,0
Daniel Thomas,DB,2022,1,2,1,0,0,0,0,0,0
Kindle Vildor,DB,2022,11,21,13,0,2,0,1,5,0
Bravvion Roy,DL,2022,9,4,13,0,0,0,1,3,0
Markus Bailey,LB,2022,7,9,4,0,2,0,0,0,0
Chris Claybrooks,DB,2022,4,3,0,0,0,0,0,0,0
Chase Young,DL,2022,3,3,2,0,0,0,0,1,0
Patrick Queen,LB,2022,17,79,38,5,9,1,2,6,0
Ashtyn Davis,DB,2022,2,0,0,0,0,0,1,1,0
Cameron Dantzler,DB,2022,10,45,5,0,3,1,0,5,0
Alex Highsmith,LB,2022,17,38,25,14.5,12,5,0,1,0
D.J. Wonnum,LB,2022,15,23,11,4,5,1,0,0,0
James Lynch,DL,2022,13,11,9,0,1,0,0,0,0
Troy Dye,LB,2022,3,1,3,0,0,0,0,0,0
Khalid Kareem,DL,2022,3,0,1,0,0,0,0,0,0
Khaleke Hudson,LB,2022,3,3,4,0,0,0,0,0,0
Harrison Hand,DB,2022,2,9,3,0,0,1,0,1,0
Josh Metellus,DB,2022,9,25,6,0,1,0,1,5,0
Kamren Curl,DB,2022,12,58,25,1,6,0,0,0,0
James Smith-Williams,DL,2022,13,12,11,3,5,0,0,1,0
Carlos Davis,DL,2022,1,1,0,1,1,0,0,0,0
Isaiah Simmons,LB,2022,17,68,31,4,5,2,2,7,1
Trevon Diggs,DB,2022,17,50,9,0,0,0,3,14,0
Willie Gay,LB,2022,13,51,37,2.5,9,0,1,8,1
Neville Gallimore,DL,2022,15,16,17,1,2,0,0,1,0
Tanner Muse,LB,2022,3,5,4,0,0,0,0,1,0
Leki Fotu,DL,2022,16,13,18,0,1,0,0,0,0
Rashard Lawrence,DL,2022,4,8,2,0,3,1,0,0,0
L'Jarius Sneed,DB,2022,17,75,33,3.5,5,3,3,11,0
Amik Robertson,DB,2022,13,29,9,1,2,1,2,9,1
Michael Danna,DL,2022,11,9,18,5,3,2,0,0,0
Alohi Gilman,DB,2022,14,34,21,0,0,1,1,3,0
Xavier McKinney,DB,2022,9,28,16,1,2,1,0,5,0
Darnay Holmes,DB,2022,14,28,10,0,2,1,0,8,0
K'Von Wallace,DB,2022,8,18,4,0,1,0,0,2,0
Cam Brown,LB,2022,2,0,0,0,0,0,0,0,0
Shaun Bradley,LB,2022,1,1,0,0,0,0,0,0,0
Carter Coughlin,LB,2022,1,0,1,0,0,0,0,0,0
Casey Toohill,DL,2022,15,11,12,1,2,0,0,0,1
Jordyn Brooks,LB,2022,16,103,58,1,3,1,0,5,0
Antoine Winfield,DB,2022,13,64,16,4,7,1,1,3,0
Darrell Taylor,DL,2022,14,22,4,9.5,8,4,0,1,0
Kristian Fulton,DB,2022,11,35,13,0,3,1,1,5,0
Zack Baun,LB,2022,4,6,2,0,1,0,0,0,0
Terrell Lewis,LB,2022,8,9,4,1,2,0,1,2,0
Terrell Burgess,DB,2022,2,7,4,0,0,0,0,0,0
Jordan Fuller,DB,2022,3,8,3,0,0,0,0,0,0
Clay Johnston,LB,2022,1,0,0,0,0,0,0,0,0
Derrek Tuszka,LB,2022,9,7,6,0,0,0,0,0,0
Kenneth Murray,LB,2022,16,50,26,1,7,1,1,3,0
David Bada,DL,2022,1,0,2,0,0,0,0,0,0
Innis Gaines,DB,2022,3,3,0,0,0,0,0,0,0
Kwity Paye,DL,2022,11,32,13,6,10,0,0,0,0
Dayo Odeyingbo,DL,2022,15,18,13,5,5,0,0,0,0
Jamien Sherwood,LB,2022,4,9,2,0.5,1,0,0,0,0
Michael Carter,DB,2022,17,49,13,0,3,0,2,9,0
Jason Pinnock,DB,2022,9,33,7,1.5,2,1,0,3,0
Hamsah Nasirildeen,LB,2022,2,1,1,0,0,0,0,0,0
Brandin Echols,DB,2022,5,4,1,0,0,0,0,2,0
Michael Dwumfour,DL,2022,7,7,1,0,0,0,0,0,0
Milo Eifler,LB,2022,2,2,0,0,1,0,0,0,0
Azeez Ojulari,DL,2022,6,9,5,5.5,3,3,0,1,0
Carlos Basham,LB,2022,14,9,10,2,1,0,1,2,0
Daviyon Nixon,DL,2022,5,3,3,0,0,0,0,0,0
Shaun Wade,DB,2022,2,2,0,0,0,0,0,0,0
Keith Taylor,DB,2022,10,23,5,0,0,0,0,3,0
Deommodore Lenoir,DB,2022,15,54,23,1,6,0,1,5,0
Talanoa Hufanga,DB,2022,17,65,30,2,5,2,4,9,1
Roy Lopez,DL,2022,15,20,16,1,6,0,0,1,0
Rodarius Williams,DB,2022,3,15,0,0,0,0,1,2,0
Rachad Wildgoose,DB,2022,8,12,4,0,0,0,0,3,0
Phil Hoskins,DL,2022,2,1,1,0,0,0,0,0,0
Ar'Darius Washington,DB,2022,1,1,0,0,0,0,0,0,0
Nick McCloud,DB,2022,10,31,8,1.5,2,0,0,7,0
Jamin Davis,LB,2022,16,68,36,3,9,0,0,1,0
Caleb Farley,DB,2022,4,9,1,0,0,0,0,0,0
Asante Samuel,DB,2022,17,48,9,0,1,0,2,11,0
Nick Bolton,LB,2022,17,108,72,2,9,1,2,3,0
Alim McNeill,DL,2022,17,17,24,1,6,0,0,0,0
Benjamin St-Juste,DB,2022,12,34,8,2,2,1,0,7,0
Camryn Bynum,DB,2022,17,49,31,0,0,0,2,6,0
Caden Sterns,DB,2022,5,13,7,0,0,0,2,4,0
Tony Fields,LB,2022,10,29,16,0,1,1,1,1,1
Darrick Forrest,DB,2022,17,54,30,0,1,2,4,9,0
Tedarrell Slaton,DL,2022,14,15,16,0,2,0,0,2,0
K.J. Britt,LB,2022,1,2,5,0,0,0,0,0,0
Quinton Bohanna,DL,2022,13,7,12,0,1,0,0,0,0
Isaiah McDuffie,LB,2022,8,19,11,0,0,0,0,0,0
Israel Mukuamu,DB,2022,8,10,5,0,0,0,1,1,0
William Bradley-King,DL,2022,1,1,1,0,0,0,0,0,0
Shaka Toney,DL,2022,1,3,1,0,1,0,0,0,0
Dicaprio Bootle,DB,2022,1,0,1,0,0,0,0,0,0
Malik Herring,DL,2022,5,1,5,0,0,0,0,0,0
Marvin Wilson,DL,2022,1,2,2,0,0,0,0,0,0
Naquan Jones,DL,2022,7,6,10,1,2,0,0,0,0
Amen Ogbongbemiga,LB,2022,1,1,2,0,0,0,0,0,0
Jerry Jacobs,DB,2022,11,36,5,1,4,0,1,8,0
A.J. Parker,DB,2022,3,10,1,0,0,0,0,0,0
Tyler Coyle,DB,2022,1,4,0,0,0,0,0,0,0
Christian Elliss,LB,2022,2,5,2,0,0,0,0,0,0
Isaiahh Loudermilk,DL,2022,4,4,3,0,1,0,0,0,0
Garret Wallow,LB,2022,4,4,6,0,1,0,0,1,0
Quincy Roche,LB,2022,1,0,1,0,0,0,0,0,0
Tre Norwood,DB,2022,8,16,4,0,2,0,0,0,0
Cam Sample,DL,2022,13,17,8,2,4,0,0,0,0
Earnest Brown,DL,2022,4,3,6,0,1,0,0,0,0
Chris Rumph,DL,2022,9,6,4,2,2,0,0,1,0
Nate Hobbs,DB,2022,11,57,15,1,3,1,0,4,0
Patrick Surtain,DB,2022,17,46,14,0,2,1,2,10,0
Jay Tufele,DL,2022,6,6,10,0,2,0,0,0,0
Jabril Cox,LB,2022,2,2,2,0,0,0,0,0,0
Tommy Togiai,DL,2022,10,3,10,0.5,0,0,0,1,0
Marco Wilson,DB,2022,14,44,14,0,2,1,3,10,1
Tre Brown,DB,2022,1,3,0,0,0,0,0,0,0
Damar Hamlin,DB,2022,13,60,28,1.5,6,1,0,2,0
Elerson Smith,LB,2022,1,0,1,0,0,0,0,0,0
