player_display_name,position,season,games,tackles,assisted_tackles,sacks,tfl,forced_fumbles,def_interceptions,pass_deflections,def_tds
Nate Palmer,LB,2016,2,2,0,0,1,0,0,0,0
Chris Jones,DL,2016,24,33,18,2,9,0,0,4,0
Mike Catapano,LB,2016,4,3,1,0,0,0,0,0,0
Jordan Poyer,DB,2016,6,27,9,0,1,0,0,2,0
Sam Barrington,LB,2016,1,0,0,0,0,0,0,0,0
Marcus Cooper,DB,2016,14,63,6,0,0,0,4,11,1
Stefan Charles,DL,2016,6,7,5,0,1,0,0,0,0
Damion Square,DL,2016,8,8,5,2.5,4,0,0,0,0
Josh Martin,LB,2016,2,0,1,0.5,0,0,0,0,0
Bradley McDougald,DB,2016,16,79,12,0,3,0,2,10,0
Rontez Miles,DB,2016,13,31,18,0,0,2,0,0,0
Jeff Heath,DB,2016,9,13,4,0,0,0,1,2,0
A.J. Bouye,DB,2016,15,48,14,1,2,0,1,16,0
Wes Horton,DL,2016,8,3,8,2.5,0,2,0,0,0
Charles James,DB,2016,7,11,3,0,0,0,0,1,0
Demontre Hurst,DB,2016,5,12,0,1,1,0,1,2,0
Manti Te'o,LB,2016,3,11,6,0,2,0,0,0,0
Steve Williams,DB,2016,5,17,1,0,0,0,0,2,0
Tourek Williams,LB,2016,5,3,3,1,1,0,0,1,0
Bacarri Rambo,DB,2016,9,25,14,0,1,0,1,3,0
Tony Jefferson,DB,2016,14,74,18,2,13,2,0,5,0
Jahleel Addae,DB,2016,8,41,7,0,3,0,1,4,1
Marcus Cromartie,DB,2016,1,3,0,0,0,0,0,0,0
Josh Johnson,DB,2016,4,5,4,0.5,0,0,0,1,0
Benson Mayowa,LB,2016,12,15,10,6,8,1,0,0,0
Kevin Minter,LB,2016,16,59,22,3.5,8,0,0,2,0
Duron Harmon,DB,2016,13,21,5,0,0,1,1,2,0
Jelani Jenkins,LB,2016,8,15,14,0,2,0,0,1,0
Gerald Hodges,LB,2016,13,52,28,3,3,1,2,2,0
William Gholston,DL,2016,13,37,12,3,9,1,0,0,0
Steven Means,LB,2016,3,2,1,1,0,1,0,0,0
Michael Mauti,LB,2016,3,6,0,1,0,1,0,0,0
Freddie Bishop,LB,2016,4,5,4,0,2,0,0,1,0
Kiko Alonso,LB,2016,15,69,46,0,5,1,2,4,1
Akeem Spence,DL,2016,9,10,9,0.5,2,0,0,0,0
B.W. Webb,DB,2016,11,24,3,0,0,0,1,11,0
Logan Ryan,DB,2016,16,74,18,1,2,1,2,11,0
Shamarko Thomas,DB,2016,1,0,0,0,0,0,0,0,0
David Amerson,DB,2016,15,56,8,0,1,0,2,16,0
Jamie Collins,LB,2016,15,78,33,3,8,2,2,3,0
Malliciah Goodman,DL,2016,1,1,0,0,0,0,0,0,0
Kemal Ishmael,DB,2016,8,29,20,0,0,0,0,2,0
Vince Williams,LB,2016,7,32,8,2,6,0,0,0,0
John Simon,DL,2016,11,32,19,3.5,4,1,0,2,0
Kawann Short,DL,2016,16,30,25,6,12,1,0,3,0
Margus Hunt,DL,2016,9,7,7,0,2,0,0,2,0
Star Lotulelei,DL,2016,14,14,12,4,5,1,0,1,0
Tank Carradine,DL,2016,9,10,8,0,1,0,0,0,0
Tyrann Mathieu,DB,2016,10,33,2,1,3,1,1,4,0
A.J. Klein,LB,2016,10,16,13,1,2,2,0,1,0
Johnthan Banks,DB,2016,3,4,2,0,0,0,0,1,0
Shawn Williams,DB,2016,15,59,22,1,3,0,3,5,0
Jamar Taylor,DB,2016,15,46,11,0,0,0,3,13,0
Tharold Simon,DB,2016,4,5,1,0,0,0,0,0,0
Lavar Edwards,LB,2016,7,8,3,2,4,0,0,1,0
Daimion Stafford,DB,2016,15,41,10,1,2,0,1,2,0
Jarvis Jones,LB,2016,12,29,13,1,3,2,1,3,0
Nicholas Williams,DL,2016,5,7,1,0,0,0,0,0,0
Zaviar Gooden,LB,2016,1,2,1,0,0,0,0,0,0
Alex Okafor,DL,2016,7,8,3,3.5,3,1,0,0,0
Bennie Logan,DL,2016,11,16,8,2.5,5,2,0,0,0
Brandon Williams,DL,2016,23,54,20,1,4,0,0,4,0
Stacy McGee,DL,2016,8,14,3,2.5,3,2,0,0,0
David Bass,LB,2016,7,8,4,0,0,0,0,0,0
Corey Lemonier,LB,2016,6,8,1,2,2,1,0,1,0
Will Davis,DB,2016,1,1,3,0,0,0,1,1,0
Kayvon Webster,DB,2016,8,3,1,0,1,0,0,1,0
Alec Ogletree,LB,2016,16,98,38,0,9,1,2,11,0
Robert Alford,DB,2016,16,50,9,0,1,0,2,19,1
Sio Moore,LB,2016,8,50,15,0,5,2,0,1,0
T.J. McDonald,DB,2016,16,49,13,1,6,0,2,6,0
Johnathan Cyprien,DB,2016,16,96,30,1,3,1,0,4,0
Dwayne Gratz,DB,2016,3,5,0,0,0,0,0,0,0
J.J. Wilcox,DB,2016,13,33,12,0,0,1,1,6,0
Eric Reid,DB,2016,10,48,14,0,0,1,1,5,0
Armonty Bryant,DL,2016,5,3,1,3,3,1,0,0,0
Leon McFadden,DB,2016,3,3,2,0,0,0,0,0,0
Barkevious Mingo,LB,2016,3,4,0,0,0,0,0,0,0
Matt Elam,DB,2016,1,1,0,0,0,0,0,0,0
Desmond Trufant,DB,2016,9,25,5,2,1,2,1,4,0
D.J. Swearinger,DB,2016,16,56,8,2,5,0,3,8,0
D.J. Hayden,DB,2016,11,32,5,0,2,1,0,6,0
Sheldon Richardson,DL,2016,15,38,24,1.5,13,1,0,2,0
Xavier Rhodes,DB,2016,14,44,8,0,2,1,5,11,1
Datone Jones,DL,2016,14,17,5,1,3,0,0,2,0
Sylvester Williams,DL,2016,15,20,9,1,4,0,0,1,0
Marcus Ball,DB,2016,1,1,0,0,0,0,0,0,0
Dewey McDonald,LB,2016,2,0,0,0,0,0,0,1,0
Daniel Sorensen,DB,2016,16,46,7,1,4,2,3,6,1
Jamie Meder,DL,2016,16,26,22,1,3,0,0,1,0
Deji Olatoye,DB,2016,4,3,1,0,0,0,0,3,0
Zach Orr,LB,2016,15,88,41,0,6,1,3,5,0
Jayrone Elliott,LB,2016,6,8,4,1,4,0,0,0,0
Mike Pennel,DL,2016,6,5,2,0,3,0,0,1,0
Joe Thomas,LB,2016,16,53,15,0,3,0,1,5,0
Shayne Skov,LB,2016,2,0,2,0,0,0,0,0,0
Brock Coyle,LB,2016,6,7,8,1,1,0,0,0,0
Kerry Wynn,DL,2016,7,3,5,0.5,0,0,0,0,0
Brian Dixon,DB,2016,1,1,0,0,0,0,0,0,0
Anthony Johnson,DL,2016,6,6,6,0,1,0,0,0,0
Garrison Smith,DL,2016,2,1,4,0,0,0,0,0,0
Howard Jones,LB,2016,4,1,0,0,0,0,0,0,0
Josh Mauro,DL,2016,15,24,8,0,7,0,0,1,0
Chris Davis,DB,2016,2,0,2,0.5,0,0,0,0,0
Tenny Palepoi,DL,2016,8,6,7,0,1,0,0,0,0
Kerry Hyder,DL,2016,16,23,13,8,11,0,0,1,0
Dashaun Phillips,DB,2016,4,5,2,0,1,0,0,0,0
Marcus Roberson,DB,2016,2,2,0,0,0,0,0,1,0
Ethan Westbrooks,DL,2016,15,18,6,2,8,0,0,1,1
Aaron Lynch,LB,2016,6,12,1,1.5,4,0,0,0,0
Ryan Carrethers,DL,2016,4,4,1,0,0,0,0,0,0
Robert Thomas,DL,2016,5,3,2,1,1,0,0,0,0
Phillip Gaines,DB,2016,11,41,2,0,1,2,1,7,0
Ross Cockrell,DB,2016,16,47,15,0,3,0,0,14,0
Keith Reaser,DB,2016,12,20,3,0,1,2,0,5,0
Khalil Mack,DL,2016,16,54,19,11,14,5,1,3,1
Will Sutton,DL,2016,6,8,7,0,0,0,0,1,0
Kareem Martin,LB,2016,2,3,1,1,1,0,0,0,0
Bashaud Breeland,DB,2016,13,59,11,1,1,2,3,11,0
DaQuan Jones,DL,2016,13,17,9,1.5,2,0,0,0,1
Carl Bradford,LB,2016,2,2,1,0,1,0,0,0,0
Marqueston Huff,DB,2016,1,0,0,0,0,0,0,0,0
Dontae Johnson,DB,2016,5,6,3,0,0,0,0,3,0
Larry Webster,DL,2016,1,1,0,0,0,0,0,0,0
Nat Berhe,DB,2016,6,14,4,0,0,1,0,1,0
Caraun Reid,DL,2016,5,5,0,1,2,0,0,1,1
Vinnie Sunseri,DB,2016,1,2,0,0,0,0,0,0,0
Demetri Goodson,DB,2016,4,10,4,0,0,0,0,1,0
Eric Pinkins,LB,2016,2,0,0,0,0,0,0,0,0
Andre Hal,DB,2016,14,31,15,1,2,0,2,7,0
Beau Allen,DL,2016,12,15,14,0.5,5,0,0,0,0
Terrance Mitchell,DB,2016,5,17,2,0,0,0,0,6,0
Shaquil Barrett,LB,2016,15,20,11,1.5,4,1,0,2,0
Deandre Coleman,DL,2016,2,1,2,0,0,0,0,0,0
Zach Kerr,DL,2016,10,11,8,2.5,4,0,0,0,0
Adarius Taylor,LB,2016,4,8,1,0,0,0,0,0,0
Brandon Dunn,DL,2016,1,3,0,0,0,0,0,0,0
Christian Jones,LB,2016,2,4,1,0,0,0,0,1,0
Max Bullough,LB,2016,7,14,5,0,2,0,0,0,0
Marcus Williams,DB,2016,10,29,3,1,1,1,2,6,0
Timmy Jernigan,DL,2016,14,16,15,5,9,0,1,3,0
Preston Brown,LB,2016,16,76,59,1,5,1,0,1,0
Khyri Thornton,DL,2016,10,14,5,1,2,1,0,0,0
Jaylen Watkins,DB,2016,8,22,8,0,0,0,0,3,0
Cassius Marsh,LB,2016,13,11,6,3,5,1,0,0,0
Nevin Lawson,DB,2016,16,45,11,0,0,0,0,9,0
Brent Urban,DL,2016,9,7,3,2,3,0,0,2,0
Ricardo Allen,DB,2016,16,61,29,0,0,0,2,3,0
Kenneth Acker,DB,2016,5,16,0,0,0,0,0,3,0
Daniel McCullers,DL,2016,11,10,7,1,1,0,0,1,0
Chris McCain,DL,2016,1,0,0,0,0,0,0,0,0
Malcolm Butler,DB,2016,16,48,15,1,1,1,4,17,0
Julius Warmsley,DL,2016,5,4,4,0,0,0,0,0,0
Robert Nelson,DB,2016,5,8,1,0,0,0,1,2,0
Devon Kennard,LB,2016,16,37,20,1,4,1,0,1,0
Shamar Stephen,DL,2016,14,17,22,0,0,0,0,0,0
Denico Autry,DL,2016,15,21,8,2.5,6,0,0,2,0
Kasim Edebali,LB,2016,7,5,3,1,1,0,0,1,0
Anthony Barr,LB,2016,16,37,33,2,3,1,0,4,0
Jeremiah Attaochu,LB,2016,5,7,0,2,2,0,0,0,0
Aaron Colvin,DB,2016,8,18,4,1,2,0,0,0,0
Tre Boston,DB,2016,15,38,14,2,5,0,2,7,0
Bene' Benwikere,DB,2016,3,8,2,0,1,0,1,4,0
Avery Williamson,LB,2016,16,73,31,2,3,1,1,1,0
Chris Smith,LB,2016,2,4,0,1,1,0,0,0,0
Ed Stinson,DL,2016,4,6,0,0,0,0,0,0,0
T.J. Carrie,DB,2016,8,19,3,0,0,0,1,4,0
Ra'Shede Hageman,DL,2016,10,11,7,2,3,0,0,0,0
Marquis Flowers,LB,2016,2,0,0,0,0,0,0,0,0
C.J. Mosley,LB,2016,14,56,36,0,5,1,4,8,0
Dee Ford,DL,2016,13,25,13,10,12,1,0,2,0
Jimmie Ward,DB,2016,11,41,10,1,2,0,1,12,0
Trent Murphy,DL,2016,15,27,18,9,10,3,0,1,0
Will Clarke,DL,2016,12,10,5,4,4,0,0,1,0
Walt Aikens,DB,2016,1,0,0,0,0,0,0,0,0
Kevin Pierre-Louis,LB,2016,4,3,4,0,0,0,0,0,0
Telvin Smith,LB,2016,16,98,20,1,14,0,2,8,0
Ed Reynolds,DB,2016,8,27,13,1,1,0,0,1,0
Jordan Tripp,LB,2016,1,1,0,0,0,0,0,0,0
Terrence Fede,DL,2016,7,6,8,0,1,0,0,0,0
Pierre Desir,DB,2016,2,3,0,0,0,0,0,1,0
Ha Ha Clinton-Dix,DB,2016,16,60,18,0.5,1,1,5,7,0
Jason Verrett,DB,2016,4,11,2,0,0,0,1,3,0
Kony Ealy,DL,2016,14,18,13,5,5,2,1,3,0
Terrence Brooks,DB,2016,1,0,0,0,0,0,1,1,0
Calvin Pryor,DB,2016,14,43,17,0,4,1,0,6,0
Justin Ellis,DL,2016,12,15,6,0,1,0,0,0,0
Keith McGill,DB,2016,6,11,5,0,1,0,0,1,0
Anthony Hitchens,LB,2016,16,39,39,1.5,4,0,0,1,0
Corey Nelson,LB,2016,15,40,21,0,2,0,0,5,0
C.J. Goodwin,DB,2016,4,6,1,0,0,0,0,2,0
Kyle Van Noy,LB,2016,14,30,20,1,2,1,1,3,0
Christian Kirksey,LB,2016,16,93,50,2.5,11,0,0,3,0
Jadeveon Clowney,LB,2016,14,40,12,6,16,1,0,2,0
Ryan Shazier,LB,2016,13,55,32,3.5,9,3,3,9,0
Deone Bucannon,LB,2016,13,64,25,0,5,0,0,4,0
Marcus Smith,LB,2016,9,9,3,2.5,3,0,0,0,0
Bradley Roby,DB,2016,12,34,5,1,0,1,2,8,2
Darqueze Dennard,DB,2016,13,28,13,0,0,0,0,1,0
Aaron Donald,DL,2016,16,36,11,8,17,2,0,5,0
Lamarcus Joyner,DB,2016,14,50,16,1,3,1,0,5,0
Maurice Alexander,LB,2016,14,38,12,1,1,0,2,4,0
E.J. Gaines,DB,2016,11,47,9,0,0,1,0,7,0
Christian Bryant,DB,2016,1,1,0,0,0,0,0,0,0
Jay Bromley,DL,2016,10,9,5,1,2,0,0,0,0
Adrian Phillips,DB,2016,12,24,11,0,1,0,1,3,0
Demarcus Lawrence,DL,2016,6,8,3,1,3,1,0,0,0
Stephon Tuitt,DL,2016,14,29,9,4,8,2,0,3,0
Dominique Easley,LB,2016,15,24,11,3.5,7,2,0,1,0
Todd Davis,LB,2016,16,64,33,0.5,2,1,0,3,0
Justin Gilbert,DB,2016,1,1,0,0,0,0,0,0,0
Delvin Breaux,DB,2016,6,18,3,0,2,0,0,1,0
Brian Peters,LB,2016,1,1,0,0,1,0,0,0,0
Al-Hajj Shabazz,DB,2016,1,1,0,0,0,0,0,0,0
Trae Waynes,DB,2016,13,40,7,0,1,0,3,11,0
Kevin Johnson,DB,2016,6,18,3,0,1,0,0,3,0
Shaq Thompson,LB,2016,12,39,16,0,4,0,1,5,1
Eddie Goldman,DL,2016,6,12,6,2.5,2,0,0,1,0
Jalen Collins,DB,2016,7,28,3,0,2,0,2,10,0
Benardrick McKinney,LB,2016,16,79,50,5,8,1,0,2,0
Eric Kendricks,LB,2016,15,70,39,2.5,9,1,1,9,1
Eric Rowe,DB,2016,9,20,6,0,0,0,1,8,0
Nate Orchard,DL,2016,3,2,2,0,0,0,0,0,0
Jordan Phillips,DL,2016,15,13,10,0.5,5,0,1,3,0
Owa Odighizuwa,DL,2016,5,1,0,0,0,0,0,1,0
Lorenzo Mauldin,LB,2016,10,7,9,2.5,1,0,1,2,0
Danielle Hunter,LB,2016,16,32,22,12.5,11,1,0,1,1
Trey Flowers,LB,2016,15,23,22,7,8,0,0,1,0
Clayton Geathers,DB,2016,9,49,9,0,2,1,0,5,0
Gabe Wright,DL,2016,4,3,1,0,1,0,0,1,0
Za'Darius Smith,DL,2016,10,9,10,1,4,1,0,1,0
Jake Ryan,LB,2016,13,56,25,0,7,0,0,3,0
Grady Jarrett,DL,2016,16,21,27,3,4,0,0,0,0
Adrian Amos,DB,2016,15,54,8,0,3,1,0,5,0
Bobby McCain,DB,2016,15,31,12,1,3,1,1,6,0
David Parry,DL,2016,15,34,13,3,4,0,0,0,0
Tony Lippett,DB,2016,13,45,22,0,1,0,4,10,0
David Mayo,LB,2016,3,7,1,0,1,0,0,0,0
L.T. Walton,DL,2016,5,6,2,0,2,0,0,1,0
Quandre Diggs,DB,2016,12,38,4,0,2,1,0,1,0
Christian Ringo,DL,2016,2,2,0,0,1,1,0,0,0
Christian Covington,DL,2016,13,16,10,1,2,0,0,1,0
Deon Simon,DL,2016,9,12,11,1.5,2,0,0,0,0
Darryl Roberts,DB,2016,8,19,2,0,0,0,0,6,0
Isaiah Johnson,DB,2016,1,0,0,0,0,0,0,0,0
Robenson Therezie,DB,2016,2,1,0,0,0,0,0,0,0
Denzel Rice,DB,2016,2,6,3,0,0,0,0,0,0
Zaire Anderson,LB,2016,3,4,3,0,0,0,0,0,0
Edwin Jackson,LB,2016,10,42,18,2,1,0,0,0,0
Gabe Martin,LB,2016,2,1,1,0,0,0,0,0,0
Xavier Williams,DL,2016,4,4,2,0,1,0,0,0,0
Mike Hull,LB,2016,4,7,8,0,0,0,1,1,0
Thurston Armbrister,LB,2016,4,9,0,0,1,0,0,0,0
Nick Marshall,DB,2016,1,0,0,0,0,0,0,0,0
Neville Hewitt,LB,2016,14,35,22,1,4,0,0,1,0
Brennen Beyer,LB,2016,1,2,1,0,0,0,0,0,0
Troy Hill,DB,2016,8,33,5,0,1,0,0,2,0
DeShawn Williams,DL,2016,4,1,1,0.5,0,0,0,0,0
Justin Coleman,DB,2016,7,8,0,0,0,0,0,3,0
Anthony Harris,DB,2016,5,24,11,0,0,0,0,1,0
Matt Longacre,LB,2016,5,4,2,0,2,0,0,0,0
Cameron Lynch,LB,2016,1,0,1,0,0,0,0,0,0
LaDarius Gunter,DB,2016,15,49,4,0,1,2,0,12,0
Ryan Delaire,DL,2016,4,2,3,1,1,0,0,1,0
Deshazor Everett,DB,2016,3,4,0,0,0,0,1,1,0
Josh Keyes,LB,2016,1,0,0,0,0,0,0,0,0
Brandon King,LB,2016,2,1,0,0,0,0,0,0,0
Taiwan Jones,LB,2016,1,1,0,0,1,0,0,0,0
Leon Orr,DL,2016,2,1,0,0,1,0,0,0,0
Ronald Martin,DB,2016,1,0,1,0,0,0,0,0,0
Jonathan Anderson,LB,2016,1,1,1,0,0,0,0,0,0
Bryce Callahan,DB,2016,9,30,1,0,0,0,0,5,0
Jacoby Glenn,DB,2016,7,23,3,0,0,1,1,6,0
John Timu,LB,2016,4,14,3,0,4,0,0,1,0
Lynden Trail,LB,2016,2,1,1,0,0,0,0,1,0
Leonard Williams,DL,2016,16,35,32,7,11,2,0,0,0
Preston Smith,LB,2016,15,22,16,4.5,8,0,1,3,0
Quinten Rollins,DB,2016,13,39,2,0,0,0,1,8,0
Geneo Grissom,DL,2016,2,0,1,0,0,0,0,0,0
Ramik Wilson,LB,2016,11,61,15,0,3,1,1,3,0
Martrell Spaight,LB,2016,5,13,5,0,0,0,1,1,0
Tyeler Davison,DL,2016,11,9,14,0,0,0,0,2,0
Ryan Russell,DL,2016,5,4,0,1,1,0,0,0,0
D.J. Alexander,LB,2016,2,5,0,0,1,0,0,0,0
Anthony Chickillo,LB,2016,11,18,5,2.5,3,2,0,0,0
Rakeem Nunez-Roches,DL,2016,9,14,9,1,5,0,0,0,0
Mark Nzeocha,LB,2016,1,2,0,0,0,0,0,0,0
Richard Ash,DL,2016,2,3,3,0,1,0,0,0,0
Harold Jones-Quartey,DB,2016,13,63,11,0,2,0,1,5,0
De'Vante Bausby,DB,2016,2,11,1,0,0,0,0,0,0
David Irving,DL,2016,10,12,5,4,5,4,0,5,0
Justin March,LB,2016,5,15,7,0,1,0,0,2,0
Quinton Dunbar,DB,2016,11,23,2,1,1,0,1,5,0
Toby Johnson,DL,2016,2,2,0,0,0,0,0,0,0
Corey Moore,DB,2016,10,18,5,0,0,0,0,3,0
Dante Fowler,LB,2016,15,23,9,4,6,0,0,5,0
Jaquiski Tartt,DB,2016,14,36,13,1,4,0,0,3,0
P.J. Williams,DB,2016,2,5,2,0,0,0,0,2,0
Eli Harold,DL,2016,14,23,14,3,3,1,0,0,0
Xavier Cooper,DL,2016,11,11,9,0,0,0,0,0,0
Derron Smith,DB,2016,5,3,4,0,0,0,0,1,0
Nick Dzubnar,LB,2016,2,3,3,0,0,0,0,0,0
Stephone Anthony,LB,2016,5,12,3,0,3,0,0,0,0
Denzel Perryman,LB,2016,12,55,16,2,8,0,1,2,0
Craig Mager,DB,2016,8,19,11,0,1,0,1,4,0
Angelo Blackson,DL,2016,9,4,5,0,2,0,0,1,0
Kwon Alexander,LB,2016,16,108,37,3,12,1,1,7,1
Kyle Emanuel,LB,2016,16,34,21,0.5,3,1,0,1,0
Darius Philon,DL,2016,8,7,4,1,0,0,0,0,0
Markus Golden,LB,2016,16,41,10,12.5,16,4,0,1,0
Jordan Hicks,LB,2016,16,58,27,1,6,0,5,11,0
Rodney Gunter,DL,2016,10,7,8,1.5,1,0,0,0,0
Lorenzo Doss,DB,2016,5,4,0,0,0,0,0,2,0
JaCorey Shepherd,DB,2016,1,0,0,0,0,0,0,0,0
Darius Kilgo,DL,2016,5,2,3,0,0,0,0,0,0
Danny Shelton,DL,2016,16,32,27,1.5,2,0,0,0,0
Bud Dupree,LB,2016,6,19,5,4.5,5,1,0,1,0
Steven Nelson,DB,2016,15,58,6,0,4,0,0,16,0
Taurean Nixon,DB,2016,1,1,0,0,0,0,0,0,0
T.Y. McGill,DL,2016,8,4,2,2,2,1,0,1,0
Arik Armstead,DL,2016,7,9,6,2.5,2,1,0,0,0
Marcus Peters,DB,2016,15,35,10,0,0,1,6,20,0
Josh Shaw,DB,2016,15,31,16,0,0,0,1,3,0
Hayes Pullard,LB,2016,2,3,2,0,0,0,0,0,0
Houston Bates,LB,2016,1,0,1,0,0,0,0,0,0
Ronald Darby,DB,2016,14,60,9,0,1,0,0,12,0
Randy Gregory,LB,2016,2,8,1,1,2,0,0,0,0
Ibraheim Campbell,DB,2016,10,30,13,0,0,0,0,0,0
Ben Heeney,LB,2016,4,11,2,0,0,0,0,0,0
Frank Clark,LB,2016,14,25,22,10,11,2,0,0,0
Dexter McDonald,DB,2016,1,0,0,0,0,0,0,0,0
Damien Wilson,LB,2016,11,23,7,0.5,4,0,0,1,0
Shane Ray,LB,2016,16,33,15,8,6,1,0,0,1
Byron Jones,DB,2016,15,67,14,0,3,1,1,10,0
Vic Beasley,LB,2016,15,32,7,15.5,11,6,0,2,1
Bryce Hager,LB,2016,1,0,0,0,0,0,0,1,0
Damarious Randall,DB,2016,10,33,4,0,1,0,3,9,0
Malcom Brown,DL,2016,16,24,26,3,4,1,0,0,0
Landon Collins,DB,2016,16,100,25,4,9,0,5,13,1
Mario Edwards,DL,2016,2,1,1,0,0,0,0,0,0
Henry Anderson,DL,2016,10,9,3,0,0,0,0,2,0
Jude Adjei-Barimah,DB,2016,7,22,0,2,1,1,0,2,0
Trovon Reed,DB,2016,4,12,0,0,0,0,2,3,0
Dexter McCoil,DB,2016,10,18,4,0,0,0,1,5,0
Chris Milton,DB,2016,2,4,2,0,0,0,0,2,0
Curt Maggitt,LB,2016,4,1,3,0,0,0,0,0,0
Tyler Matakevich,LB,2016,2,6,2,0,0,0,0,0,0
Anthony Lanier,DL,2016,3,0,0,0,0,0,0,0,0
DeForest Buckner,DL,2016,15,43,30,6,7,0,0,1,0
Eli Apple,DB,2016,14,41,8,0,4,1,1,7,0
Keanu Neal,DB,2016,14,69,33,0,2,5,0,9,0
Kamalei Correa,LB,2016,2,2,1,0,0,1,0,1,0
Jarran Reed,DL,2016,14,13,21,1.5,1,0,0,3,0
Deion Jones,LB,2016,15,75,31,0,4,1,3,11,2
Mackensie Alexander,DB,2016,4,3,2,0,0,0,0,0,0
Cyrus Jones,DB,2016,5,3,4,0,0,0,0,0,0
Vincent Valentine,DL,2016,10,11,8,1,2,0,0,0,0
Miles Killebrew,DB,2016,8,15,5,0,0,0,1,1,0
De'Vondre Campbell,LB,2016,11,35,13,0,5,1,1,7,0
Hassan Ridgeway,DL,2016,14,8,13,1.5,2,0,0,1,0
Juston Burris,DB,2016,6,9,1,0,0,0,1,5,0
Antonio Morrison,LB,2016,10,27,18,0,3,0,0,0,0
Blake Martinez,LB,2016,13,44,21,1,4,0,1,4,0
Rashard Robinson,DB,2016,13,25,3,0,0,0,1,8,0
Dean Lowry,DL,2016,5,6,2,2,3,0,0,1,0
Ronald Blair,DL,2016,11,11,5,3,2,0,0,0,0
Matt Judon,LB,2016,14,12,15,4,4,0,0,2,0
Quinton Jefferson,DL,2016,1,0,1,0,0,0,0,0,0
K.J. Dillon,DB,2016,1,1,1,0,0,0,0,0,0
D.J. Reader,DL,2016,15,7,15,1,2,0,0,1,0
Antwione Williams,LB,2016,8,12,8,0,2,0,0,0,0
Tyrone Holmes,DL,2016,4,1,4,1,0,0,0,0,0
Anthony Zettel,DL,2016,8,10,3,1,1,0,0,0,0
Kamu Grugier-Hill,LB,2016,2,1,0,0,1,0,0,0,0
Elandon Roberts,LB,2016,10,25,19,0,2,1,0,0,0
Jayron Kearse,DB,2016,3,2,1,0,0,0,0,0,0
Kyle Peko,DL,2016,1,2,0,0,0,0,0,0,0
DeAndre Elliott,DB,2016,2,2,0,0,0,0,0,0,0
Matthias Farley,DB,2016,3,4,0,0,0,0,0,0,0
Briean Boddy-Calhoun,DB,2016,14,36,4,1,2,0,3,11,1
Jarrod Wilson,DB,2016,3,2,0,0,0,0,0,0,0
Johnny Maxey,DL,2016,1,1,0,0,1,0,0,0,0
Adairius Barnes,DB,2016,3,3,1,0,0,0,0,0,0
Victor Ochi,LB,2016,1,0,1,0,0,0,0,0,0
Patrick Onwuasor,LB,2016,4,1,9,0,0,0,0,0,0
Michael Pierce,DL,2016,13,19,16,2,5,0,0,1,0
Woodrow Hamilton,DL,2016,2,1,2,0,0,0,0,0,0
Jonathan Jones,DB,2016,4,5,1,0,1,0,0,1,0
Cre'von LeBlanc,DB,2016,13,40,4,0,0,0,2,10,1
Sharrod Neasman,DB,2016,3,2,1,0,0,0,0,0,0
Brian Poole,DB,2016,16,42,16,1,5,0,1,10,0
Kentrell Brice,DB,2016,11,17,3,0,0,0,0,1,0
Makinton Dorleant,DB,2016,1,1,0,0,0,0,0,0,0
Josh Hawkins,DB,2016,4,0,0,0,0,0,0,1,0
Andrew Adams,DB,2016,13,31,14,0,1,0,1,5,0
Michael Hunter,DB,2016,2,4,0,0,0,0,0,0,0
Romeo Okwara,DL,2016,9,9,12,1,2,0,0,2,0
Morgan Fox,DL,2016,3,2,2,0,1,1,0,0,0
Nicholas Grigsby,LB,2016,1,0,0,0,0,0,0,0,0
Mike Jordan,DB,2016,4,15,5,0,1,0,0,2,0
Cory Littleton,LB,2016,4,5,5,0,0,0,0,0,0
Doug Middleton,DB,2016,3,3,3,0,0,0,0,1,0
Deon King,LB,2016,1,1,0,0,0,0,0,0,0
Joel Heath,DL,2016,7,5,3,2,2,0,0,0,0
Ufomba Kamalu,DL,2016,3,3,2,1,2,0,0,0,0
Brennan Scarlett,LB,2016,4,3,7,0,1,0,0,0,0
DaVonte Lambert,DL,2016,7,9,5,0,0,1,0,0,0
Channing Ward,DL,2016,2,1,4,0,0,0,0,0,0
Vernon Hargreaves,DB,2016,16,68,8,0,3,1,1,9,0
Sheldon Rankins,DL,2016,9,15,5,4,3,1,0,0,0
Robert Nkemdiche,DL,2016,3,0,1,0,0,0,0,1,0
Austin Johnson,DL,2016,8,7,7,0.5,1,0,0,1,0
Su'a Cravens,DB,2016,11,23,10,1,4,0,1,5,0
Tavon Young,DB,2016,16,41,9,0,2,0,2,8,0
Nick Kwiatkoski,LB,2016,10,32,10,1,3,0,0,2,0
Deon Bush,DB,2016,7,16,5,0,0,0,0,1,0
Deiondre' Hall,DB,2016,7,5,2,0,0,0,1,3,0
Matt Ioannidis,DL,2016,6,6,2,0,0,0,0,0,0
LeShaun Sims,DB,2016,6,17,1,0,1,0,1,3,0
Marqui Christian,DB,2016,1,0,0,0,0,0,0,0,0
D.J. White,DB,2016,5,10,1,0,0,0,1,3,0
DeAndre Houston-Carson,DB,2016,1,0,0,0,0,0,0,0,0
Blake Countess,DB,2016,2,11,8,1,0,0,0,0,0
Dadi Nicolas,DL,2016,1,0,0,0,0,0,0,1,0
